STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,,FREQ,,METHODOLOGY,,MEASURE,,UNIT_MEASURE,,EXPENDITURE,,ADJUSTMENT,,TRANSFORMATION,,TIME_PERIOD,,OBS_VALUE,,OBS_STATUS,,UNIT_MULT,,BASE_PER,,DURABILITY,,DECIMALS,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,ESP,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2022-Q1,,7.860806,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,ESP,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2022-Q2,,9.099065,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,ESP,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2022-Q3,,10.05941,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,ESP,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2022-Q4,,6.589827,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,ESP,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2023-Q1,,5.053623,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,ESP,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2023-Q2,,3.050591,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,ESP,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2023-Q3,,2.817901,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,ESP,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2023-Q4,,3.267081,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,ESP,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2024-Q1,,3.13833,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,ESP,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2024-Q2,,3.458133,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,ESP,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2024-Q3,,2.163455,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,ESP,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2024-Q4,,2.352879,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,ESP,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2025-Q1,,2.71992,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,ESP,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2025-Q2,,2.153054,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,ESP,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2025-Q3,,2.803312,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,ESP,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2025-Q4,,3.016338,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,1996-Q3,,2.7,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,1996-Q4,,2.9,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,1997-Q1,,2.4,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,1997-Q2,,2.1,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,1997-Q3,,2.3,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,1997-Q4,,2.1,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,1998-Q1,,1.8,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,1998-Q2,,2,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,1998-Q3,,1.7,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,1998-Q4,,1.7,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,1999-Q1,,2,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,1999-Q2,,1.8,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,1999-Q3,,1.6,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,1999-Q4,,1.5,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2000-Q1,,1.1,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2000-Q2,,1,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2000-Q3,,1.2,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2000-Q4,,1.4,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2001-Q1,,1.3,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2001-Q2,,1.8,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2001-Q3,,1.8,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2001-Q4,,1.4,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2002-Q1,,1.7,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2002-Q2,,1.3,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2002-Q3,,1.3,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2002-Q4,,1.6,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2003-Q1,,1.5,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2003-Q2,,1.3,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2003-Q3,,1.4,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2003-Q4,,1.3,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2004-Q1,,1.3,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2004-Q2,,1.3,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2004-Q3,,1.3,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2004-Q4,,1.5,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2005-Q1,,1.8,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2005-Q2,,1.9,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2005-Q3,,2.4,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2005-Q4,,2.2,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2006-Q1,,2.1,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2006-Q2,,2.4,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2006-Q3,,2.5,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2006-Q4,,2.7,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2007-Q1,,2.8,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2007-Q2,,2.6,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2007-Q3,,2,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2007-Q4,,2.3,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2008-Q1,,2.5,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2008-Q2,,3.3,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2008-Q3,,4.5,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2008-Q4,,3.7,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2009-Q1,,2.9,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2009-Q2,,2,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2009-Q3,,1.4,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2009-Q4,,1.6,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2010-Q1,,2.4,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2010-Q2,,2.5,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2010-Q3,,2.3,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2010-Q4,,2.7,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2011-Q1,,3.5,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2011-Q2,,3.8,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2011-Q3,,4,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2011-Q4,,4,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2012-Q1,,3.1,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2012-Q2,,2.5,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2012-Q3,,2.2,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2012-Q4,,2.4,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2013-Q1,,2.5,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2013-Q2,,2.4,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2013-Q3,,2.4,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2013-Q4,,1.9,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2014-Q1,,1.6,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2014-Q2,,1.6,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2014-Q3,,1.5,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2014-Q4,,1.1,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2015-Q1,,0.4,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2015-Q2,,0.3,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2015-Q3,,0.4,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2015-Q4,,0.4,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2016-Q1,,0.7,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2016-Q2,,0.7,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2016-Q3,,1,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2016-Q4,,1.5,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2017-Q1,,2.2,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2017-Q2,,2.6,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2017-Q3,,2.7,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2017-Q4,,2.8,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2018-Q1,,2.5,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2018-Q2,,2.2,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2018-Q3,,2.3,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2018-Q4,,2.1,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2019-Q1,,1.8,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2019-Q2,,2,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2019-Q3,,1.8,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2019-Q4,,1.4,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2020-Q1,,1.7,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2020-Q2,,0.8,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2020-Q3,,0.8,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2020-Q4,,0.8,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2021-Q1,,0.9,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2021-Q2,,2.1,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2021-Q3,,2.7,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2021-Q4,,4.4,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2022-Q1,,5.5,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2022-Q2,,7.9,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2022-Q3,,8.7,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2022-Q4,,9.4,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2023-Q1,,9,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2023-Q2,,7.7,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2023-Q3,,6.3,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2023-Q4,,4.4,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2024-Q1,,3.9,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2024-Q2,,2.9,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2024-Q3,,2.9,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2024-Q4,,3.4,,A,,,,,,,,2,
DATAFLOW,OECD.SDD.TPS:DSD_PRICES@DF_PRICES_ALL(1.0),,I,GBR,,Q,,N,,CPI,,PA,,_T,,N,,GY,,2025-Q1,,3.6,,A,,,,,,,,2,
