country,gewicht
AUT,1.1393338039561836
SWE,0.2126969191225528
FIN,0.059730783836896534
ISL,0.029869757755624442
ITA,-0.03655133141289779
NOR,-0.09971704337186338
DNK,-0.30536288988673405
