Variante,N,max_Koeff,Koeff_Land,max_Proxy_Change,Change_Land,Bound,ATT_avg,|Bound|<|ATT|
Zeitler (OLS),7,1.0624593380631324,AUT,3.7475055000000026,ISL,27.871005490425656,1.5336272976978393,FALSE
