fit_bis,gap_2014Q3,gap_2014Q4,mean_gap_2014H2,rmspe_pre_bis38,att_ab_2015
2014-Q2 (t=38),1.9734032332109592,1.7513271316380497,1.8623651824245044,1.0668626439663413,1.648018128608917
