country,rmspe_pre,rmspe_post,ratio,rang,p_wert
NOR,1.1666926634860886,3.754967420767127,3.2184717863462424,1,0.125
FIN,0.3805596800728934,1.0740329019890054,2.822245650887877,2,0.25
DNK,1.5083559240874684,2.85584614716547,1.8933503038370814,3,0.375
ISL,6.240417312852498,10.564001404150968,1.6928357310966688,4,0.5
SWE,0.39831861995089823,0.5815120414764305,1.4599167911058615,5,0.625
DEU,1.1153154621404284,1.550866074512216,1.3905178643680884,6,0.75
ITA,11.801246768478704,11.922005493181695,1.0102327090579564,7,0.875
AUT,1.448240913513279,0.5001580242114252,0.3453555410184448,8,1
