ausgeschlossen,att_post,rmspe_pre,max_abw_vs_haupt,mean_abw_vs_haupt,att_haupt,rmspe_haupt_pre,vorzeichen_wie_haupt
AUT,1.0959947171592581,2.3073072761490403,1.0897903147126584,0.5237647556708787,1.5336272976978393,1.1153154621404284,TRUE
ITA,1.431289076555013,1.1194124397117198,0.10767626766418914,0.10233822114282631,1.5336272976978393,1.1153154621404284,TRUE
